MedicineID,MedicineName,DosageForm,Category,Type,UnitPrice,SupplierID,RequiresPrescription,StorageCondition
MED1313,Methotrexate 2.5Mg,Tablet,Oral Solid,Drug,19.03,SUP003,No,Room Temperature
MED1314,La Luxe Paris Professional Hair Care Micellar Hair Growth Hair Shampoo,Shampoo,Personal Care,Supply,15.62,SUP014,No,Room Temperature
MED1315,Bn-Q10 30Tab,Tablet,Oral Solid,Drug,5.69,SUP009,Yes,Cool & Dry
MED1316,Ben-Oxide Mild 2.5%,Gel,Topical,Drug,8.09,SUP003,Yes,Refrigerated
MED1317,Binosto 70Mg 4 Tab,Tablet,Oral Solid,Drug,2.93,SUP014,No,Cool & Dry
MED1318,Reutenox 20Mg,Tablet,Oral Solid,Drug,17.12,SUP013,No,Room Temperature
MED1319,B-Cor 2.5,Tablet,Oral Solid,Drug,3.37,SUP002,Yes,Room Temperature
MED1320,Betaserc 8Mg,Tablet,Oral Solid,Drug,15.76,SUP008,No,Refrigerated
MED1321,Naproxan 500,Tablet,Oral Solid,Drug,16.95,SUP009,Yes,Refrigerated
MED1322,Devit-3,Injection,Injectable,Drug,71.86,SUP002,Yes,Refrigerated
MED1323,Babe Vitamin C+ 10*2Ml,Injection,Injectable,Drug,12.64,SUP010,No,Cool & Dry
MED1324,Progest 100Mg,Capsule,Oral Solid,Drug,7.73,SUP003,No,Cool & Dry
MED1325,Anivagene Lotion Hair Toinc Woman,Lotion,Topical,Supply,31.35,SUP004,No,Room Temperature
MED1326,Capiloderm Anti-Hair Loss Shampoo 200Ml,Shampoo,Personal Care,Supply,5.67,SUP011,Yes,Room Temperature
MED1327,Elegant Vitashine Max Skin Lightening Cream 0Ml,Cream,Topical,Drug,16.94,SUP013,Yes,Refrigerated
MED1328,Svr  Xerial 10 Lait Corps  200Ml,Cream,Topical,Supply,9,SUP007,No,Cool & Dry
MED1329,Irotec,Tablet,Oral Solid,Drug,16.88,SUP014,No,Refrigerated
MED1330,Cefurex 500 10Tab,Tablet,Oral Solid,Drug,15.77,SUP011,Yes,Refrigerated
MED1331,Mamacare Plus Omega 3 +Vitamins,Tablet,Oral Solid,Drug,16.47,SUP006,No,Room Temperature
MED1332,Good Iodine 10% 100Ml Spray,Spray,Respiratory,Drug,13.3,SUP004,Yes,Cool & Dry
MED1333,Photoblock Gel Spf 50,Gel,Topical,Supply,19.19,SUP014,No,Refrigerated
MED1334,Ephedryl Tab Cold  20 Tab,Tablet,Oral Solid,Drug,9.1,SUP005,No,Room Temperature
MED1335,Amoxicillin   500Mg,Tablet,Oral Solid,Drug,14.01,SUP007,Yes,Room Temperature
MED1336,D3 Up 5000 Iu 60 Chewable Tablet,Tablet,Oral Solid,Drug,5.89,SUP001,No,Cool & Dry
MED1337,Avene Physiolift Eye Contour 15Ml,Spray,Respiratory,Supply,22.21,SUP013,Yes,Room Temperature
MED1338,Noreva Trio White Xp Spf 50 40Ml,Cream,Topical,Supply,13.54,SUP007,No,Room Temperature
MED1339,Menvit Capsule 120 Cap,Capsule,Oral Solid,Drug,15.35,SUP001,No,Room Temperature
MED1340,Ondansetron  8Mg 10Tab,Tablet,Oral Solid,Drug,9.81,SUP014,Yes,Cool & Dry
MED1341,Cyclogest 400Mg ( 3Sheet ),Suppository,Suppository,Drug,12.54,SUP006,Yes,Refrigerated
MED1342,Primolut Depot 250Mg 1Amp Bayar Asly,Injection,Injectable,Drug,31.66,SUP013,Yes,Refrigerated
MED1343,Fusylin 15G,Cream,Topical,Supply,32.92,SUP007,No,Refrigerated
MED1344,Sunsafe Spf 50 Anti-Ageing,Cream,Topical,Supply,20.35,SUP001,No,Room Temperature
MED1345,Kordexa 8Mg,Tablet,Oral Solid,Drug,16.95,SUP004,No,Room Temperature
MED1346,Prolyte Satchet 10,Sachet,Oral Solid,Drug,8.31,SUP011,No,Refrigerated
MED1347,B-Plus 10 Vail Oral Solution,Solution,Oral Liquid,Drug,17.15,SUP012,No,Cool & Dry
MED1348,Vitamin D3 Medz 5000Iu 60 Soft Galatine Capsule,Capsule,Oral Solid,Drug,19.71,SUP015,No,Room Temperature
MED1349,Crestor 10Mg,Tablet,Oral Solid,Drug,10.04,SUP006,No,Cool & Dry
MED1350,Foltene Anti - Dandruff Shampoo,Shampoo,Personal Care,Supply,9.89,SUP007,No,Room Temperature
MED1351,Penamox 500,Capsule,Oral Solid,Drug,8.56,SUP008,No,Room Temperature
MED1352,Ceftinex 300Mg,Tablet,Oral Solid,Drug,11.26,SUP010,Yes,Room Temperature
MED1353,Nutragrow Syrup Nutralic 200Ml,Syrup,Oral Liquid,Drug,17.46,SUP014,Yes,Room Temperature
MED1354,Junior Ghr Easy To Swallow 60 Tab,Tablet,Oral Solid,Drug,16.61,SUP014,Yes,Refrigerated
MED1355,Vitamin D 2000Iu /30 Tab,Tablet,Oral Solid,Drug,16.32,SUP004,No,Room Temperature
MED1356,Nunu Shampoo 500 Ml,Shampoo,Personal Care,Supply,5.88,SUP012,No,Refrigerated
MED1357,Evening Primrose 500Mg,Tablet,Oral Solid,Drug,6.13,SUP015,Yes,Room Temperature
